model_name,expe_name,training_phase,intermediate_checkpoint,add_bos_token,fewshot_as_multiturn,chat_template,training_steps,training_tokens,training_steps_in_phase,training_tokens_in_phase,benchmark,dataset,score,stderr,score_name,num_fewshot,"acc,none","acc_stderr,none","acc_norm,none","acc_norm_stderr,none","exact_match,strict-match","exact_match_stderr,strict-match","exact_match,flexible-extract","exact_match_stderr,flexible-extract","bleu_max,none","bleu_max_stderr,none","bleu_acc,none","bleu_acc_stderr,none","bleu_diff,none","bleu_diff_stderr,none","rouge1_max,none","rouge1_max_stderr,none","rouge1_acc,none","rouge1_acc_stderr,none","rouge1_diff,none","rouge1_diff_stderr,none","rouge2_max,none","rouge2_max_stderr,none","rouge2_acc,none","rouge2_acc_stderr,none","rouge2_diff,none","rouge2_diff_stderr,none","rougeL_max,none","rougeL_max_stderr,none","rougeL_acc,none","rougeL_acc_stderr,none","rougeL_diff,none","rougeL_diff_stderr,none","rouge1,none","rouge1_stderr,none","f1,none","f1_stderr,none","exact,none","exact_stderr,none","is_included,none","is_included_stderr,none","inst_level_loose_acc,none","inst_level_loose_acc_stderr,none","inst_level_strict_acc,none","inst_level_strict_acc_stderr,none","prompt_level_loose_acc,none","prompt_level_loose_acc_stderr,none","exact_match,none","exact_match_stderr,none","prompt_level_strict_acc,none","prompt_level_strict_acc_stderr,none"
Lucie-7B,pretraining,1_main,False,True,False,False,753851.0,3121742086144.0,753851.0,3121742086144.0,leaderboard,leaderboard_bbh,0.3075854886304461,0.005726873645478561,"acc_norm,none",,,,0.3075854886304461,0.005726873645478561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucie-7B,pretraining,1_main,False,True,False,False,753851.0,3121742086144.0,753851.0,3121742086144.0,leaderboard,leaderboard_bbh_boolean_expressions,0.592,0.031145209846548505,"acc_norm,none",3.0,,,0.592,0.031145209846548505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucie-7B,pretraining,1_main,False,True,False,False,753851.0,3121742086144.0,753851.0,3121742086144.0,leaderboard,leaderboard_bbh_causal_judgement,0.5187165775401069,0.03663608375537842,"acc_norm,none",3.0,,,0.5187165775401069,0.03663608375537842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucie-7B,pretraining,1_main,False,True,False,False,753851.0,3121742086144.0,753851.0,3121742086144.0,leaderboard,leaderboard_bbh_date_understanding,0.168,0.023692813205492585,"acc_norm,none",3.0,,,0.168,0.023692813205492585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucie-7B,pretraining,1_main,False,True,False,False,753851.0,3121742086144.0,753851.0,3121742086144.0,leaderboard,leaderboard_bbh_disambiguation_qa,0.312,0.029361067575219817,"acc_norm,none",3.0,,,0.312,0.029361067575219817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucie-7B,pretraining,1_main,False,True,False,False,753851.0,3121742086144.0,753851.0,3121742086144.0,leaderboard,leaderboard_bbh_formal_fallacies,0.536,0.031603975145223756,"acc_norm,none",3.0,,,0.536,0.031603975145223756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucie-7B,pretraining,1_main,False,True,False,False,753851.0,3121742086144.0,753851.0,3121742086144.0,leaderboard,leaderboard_bbh_geometric_shapes,0.06,0.01505011707915875,"acc_norm,none",3.0,,,0.06,0.01505011707915875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucie-7B,pretraining,1_main,False,True,False,False,753851.0,3121742086144.0,753851.0,3121742086144.0,leaderboard,leaderboard_bbh_hyperbaton,0.484,0.03166998503010742,"acc_norm,none",3.0,,,0.484,0.03166998503010742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucie-7B,pretraining,1_main,False,True,False,False,753851.0,3121742086144.0,753851.0,3121742086144.0,leaderboard,leaderboard_bbh_logical_deduction_five_objects,0.176,0.024133497525457116,"acc_norm,none",3.0,,,0.176,0.024133497525457116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucie-7B,pretraining,1_main,False,True,False,False,753851.0,3121742086144.0,753851.0,3121742086144.0,leaderboard,leaderboard_bbh_logical_deduction_seven_objects,0.148,0.022503547243806148,"acc_norm,none",3.0,,,0.148,0.022503547243806148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucie-7B,pretraining,1_main,False,True,False,False,753851.0,3121742086144.0,753851.0,3121742086144.0,leaderboard,leaderboard_bbh_logical_deduction_three_objects,0.376,0.03069633626739458,"acc_norm,none",3.0,,,0.376,0.03069633626739458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucie-7B,pretraining,1_main,False,True,False,False,753851.0,3121742086144.0,753851.0,3121742086144.0,leaderboard,leaderboard_bbh_movie_recommendation,0.276,0.028328537274211345,"acc_norm,none",3.0,,,0.276,0.028328537274211345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucie-7B,pretraining,1_main,False,True,False,False,753851.0,3121742086144.0,753851.0,3121742086144.0,leaderboard,leaderboard_bbh_navigate,0.42,0.03127799950463662,"acc_norm,none",3.0,,,0.42,0.03127799950463662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucie-7B,pretraining,1_main,False,True,False,False,753851.0,3121742086144.0,753851.0,3121742086144.0,leaderboard,leaderboard_bbh_object_counting,0.296,0.028928939388379628,"acc_norm,none",3.0,,,0.296,0.028928939388379628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucie-7B,pretraining,1_main,False,True,False,False,753851.0,3121742086144.0,753851.0,3121742086144.0,leaderboard,leaderboard_bbh_penguins_in_a_table,0.2054794520547945,0.03355465401072845,"acc_norm,none",3.0,,,0.2054794520547945,0.03355465401072845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucie-7B,pretraining,1_main,False,True,False,False,753851.0,3121742086144.0,753851.0,3121742086144.0,leaderboard,leaderboard_bbh_reasoning_about_colored_objects,0.152,0.02275202449176547,"acc_norm,none",3.0,,,0.152,0.02275202449176547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucie-7B,pretraining,1_main,False,True,False,False,753851.0,3121742086144.0,753851.0,3121742086144.0,leaderboard,leaderboard_bbh_ruin_names,0.26,0.027797315752644308,"acc_norm,none",3.0,,,0.26,0.027797315752644308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucie-7B,pretraining,1_main,False,True,False,False,753851.0,3121742086144.0,753851.0,3121742086144.0,leaderboard,leaderboard_bbh_salient_translation_error_detection,0.172,0.023915513944486218,"acc_norm,none",3.0,,,0.172,0.023915513944486218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucie-7B,pretraining,1_main,False,True,False,False,753851.0,3121742086144.0,753851.0,3121742086144.0,leaderboard,leaderboard_bbh_snarks,0.47191011235955055,0.037522946517084606,"acc_norm,none",3.0,,,0.47191011235955055,0.037522946517084606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucie-7B,pretraining,1_main,False,True,False,False,753851.0,3121742086144.0,753851.0,3121742086144.0,leaderboard,leaderboard_bbh_sports_understanding,0.54,0.031584653891499,"acc_norm,none",3.0,,,0.54,0.031584653891499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucie-7B,pretraining,1_main,False,True,False,False,753851.0,3121742086144.0,753851.0,3121742086144.0,leaderboard,leaderboard_bbh_temporal_sequences,0.152,0.022752024491765468,"acc_norm,none",3.0,,,0.152,0.022752024491765468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucie-7B,pretraining,1_main,False,True,False,False,753851.0,3121742086144.0,753851.0,3121742086144.0,leaderboard,leaderboard_bbh_tracking_shuffled_objects_five_objects,0.172,0.023915513944486218,"acc_norm,none",3.0,,,0.172,0.023915513944486218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucie-7B,pretraining,1_main,False,True,False,False,753851.0,3121742086144.0,753851.0,3121742086144.0,leaderboard,leaderboard_bbh_tracking_shuffled_objects_seven_objects,0.128,0.021172081336336492,"acc_norm,none",3.0,,,0.128,0.021172081336336492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucie-7B,pretraining,1_main,False,True,False,False,753851.0,3121742086144.0,753851.0,3121742086144.0,leaderboard,leaderboard_bbh_tracking_shuffled_objects_three_objects,0.336,0.029933259094191516,"acc_norm,none",3.0,,,0.336,0.029933259094191516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucie-7B,pretraining,1_main,False,True,False,False,753851.0,3121742086144.0,753851.0,3121742086144.0,leaderboard,leaderboard_bbh_web_of_lies,0.488,0.03167708558254708,"acc_norm,none",3.0,,,0.488,0.03167708558254708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucie-7B,pretraining,1_main,False,True,False,False,753851.0,3121742086144.0,753851.0,3121742086144.0,leaderboard,leaderboard_gpqa,0.25755033557046986,0.012668990755015912,"acc_norm,none",,,,0.25755033557046986,0.012668990755015912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucie-7B,pretraining,1_main,False,True,False,False,753851.0,3121742086144.0,753851.0,3121742086144.0,leaderboard,leaderboard_gpqa_diamond,0.21717171717171718,0.029376616484945644,"acc_norm,none",0.0,,,0.21717171717171718,0.029376616484945644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucie-7B,pretraining,1_main,False,True,False,False,753851.0,3121742086144.0,753851.0,3121742086144.0,leaderboard,leaderboard_gpqa_extended,0.25824175824175827,0.018747621380229815,"acc_norm,none",0.0,,,0.25824175824175827,0.018747621380229815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucie-7B,pretraining,1_main,False,True,False,False,753851.0,3121742086144.0,753851.0,3121742086144.0,leaderboard,leaderboard_gpqa_main,0.27455357142857145,0.02110874729063386,"acc_norm,none",0.0,,,0.27455357142857145,0.02110874729063386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucie-7B,pretraining,1_main,False,True,False,False,753851.0,3121742086144.0,753851.0,3121742086144.0,leaderboard,leaderboard_ifeval,0.1977818853974122,0.017141254719084925,"prompt_level_loose_acc,none",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3273381294964029,N/A,0.3213429256594724,N/A,0.1977818853974122,0.017141254719084925,,,0.19408502772643252,0.017019380550749412
Lucie-7B,pretraining,1_main,False,True,False,False,753851.0,3121742086144.0,753851.0,3121742086144.0,leaderboard,leaderboard_math_hard,0.008308157099697885,0.0024987959372655137,"exact_match,none",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008308157099697885,0.0024987959372655137,,
Lucie-7B,pretraining,1_main,False,True,False,False,753851.0,3121742086144.0,753851.0,3121742086144.0,leaderboard,leaderboard_math_algebra_hard,0.006514657980456026,0.00459902561854625,"exact_match,none",4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006514657980456026,0.00459902561854625,,
Lucie-7B,pretraining,1_main,False,True,False,False,753851.0,3121742086144.0,753851.0,3121742086144.0,leaderboard,leaderboard_math_counting_and_prob_hard,0.008130081300813009,0.008130081300813002,"exact_match,none",4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008130081300813009,0.008130081300813002,,
Lucie-7B,pretraining,1_main,False,True,False,False,753851.0,3121742086144.0,753851.0,3121742086144.0,leaderboard,leaderboard_math_geometry_hard,0.007575757575757576,0.007575757575757557,"exact_match,none",4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007575757575757576,0.007575757575757557,,
Lucie-7B,pretraining,1_main,False,True,False,False,753851.0,3121742086144.0,753851.0,3121742086144.0,leaderboard,leaderboard_math_intermediate_algebra_hard,0.0035714285714285713,0.003571428571428567,"exact_match,none",4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0035714285714285713,0.003571428571428567,,
Lucie-7B,pretraining,1_main,False,True,False,False,753851.0,3121742086144.0,753851.0,3121742086144.0,leaderboard,leaderboard_math_num_theory_hard,0.012987012987012988,0.00915314527915021,"exact_match,none",4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012987012987012988,0.00915314527915021,,
Lucie-7B,pretraining,1_main,False,True,False,False,753851.0,3121742086144.0,753851.0,3121742086144.0,leaderboard,leaderboard_math_prealgebra_hard,0.015544041450777202,0.00892749271508434,"exact_match,none",4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015544041450777202,0.00892749271508434,,
Lucie-7B,pretraining,1_main,False,True,False,False,753851.0,3121742086144.0,753851.0,3121742086144.0,leaderboard,leaderboard_math_precalculus_hard,0.007407407407407408,0.007407407407407404,"exact_match,none",4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007407407407407408,0.007407407407407404,,
Lucie-7B,pretraining,1_main,False,True,False,False,753851.0,3121742086144.0,753851.0,3121742086144.0,leaderboard,leaderboard_mmlu_pro,0.12150930851063829,0.002978670699080766,"acc,none",5.0,0.12150930851063829,0.002978670699080766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucie-7B,pretraining,1_main,False,True,False,False,753851.0,3121742086144.0,753851.0,3121742086144.0,leaderboard,leaderboard_musr,0.36904761904761907,0.01723162360464356,"acc_norm,none",,,,0.36904761904761907,0.01723162360464356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucie-7B,pretraining,1_main,False,True,False,False,753851.0,3121742086144.0,753851.0,3121742086144.0,leaderboard,leaderboard_musr_murder_mysteries,0.48,0.031660853408495185,"acc_norm,none",0.0,,,0.48,0.031660853408495185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucie-7B,pretraining,1_main,False,True,False,False,753851.0,3121742086144.0,753851.0,3121742086144.0,leaderboard,leaderboard_musr_object_placements,0.24609375,0.026973597563786113,"acc_norm,none",0.0,,,0.24609375,0.026973597563786113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucie-7B,pretraining,1_main,False,True,False,False,753851.0,3121742086144.0,753851.0,3121742086144.0,leaderboard,leaderboard_musr_team_allocation,0.384,0.030821679117375378,"acc_norm,none",0.0,,,0.384,0.030821679117375378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucie-7B,pretraining,1_main,False,True,False,False,753851.0,3121742086144.0,753851.0,3121742086144.0,okapi,arc_de,0.42429426860564584,0.014461469894231081,"acc_norm,none",25.0,0.38922155688622756,0.014266547006095375,0.42429426860564584,0.014461469894231081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucie-7B,pretraining,1_main,False,True,False,False,753851.0,3121742086144.0,753851.0,3121742086144.0,okapi,arc_es,0.4598290598290598,0.014576610850557973,"acc_norm,none",25.0,0.405982905982906,0.014363030734042445,0.4598290598290598,0.014576610850557973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucie-7B,pretraining,1_main,False,True,False,False,753851.0,3121742086144.0,753851.0,3121742086144.0,okapi,arc_fr,0.49101796407185627,0.01462778257777394,"acc_norm,none",25.0,0.43969204448246363,0.01452333238786362,0.49101796407185627,0.01462778257777394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucie-7B,pretraining,1_main,False,True,False,False,753851.0,3121742086144.0,753851.0,3121742086144.0,okapi,arc_it,0.4636441402908469,0.014591417404438665,"acc_norm,none",25.0,0.42857142857142855,0.014480086679988945,0.4636441402908469,0.014591417404438665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucie-7B,pretraining,1_main,False,True,False,False,753851.0,3121742086144.0,753851.0,3121742086144.0,okapi,m_mmlu_de,0.29536883391160057,0.003962238651764377,"acc,none",25.0,0.29536883391160057,0.003962238651764377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucie-7B,pretraining,1_main,False,True,False,False,753851.0,3121742086144.0,753851.0,3121742086144.0,okapi,m_mmlu_es,0.2904604769761512,0.0039315869005033715,"acc,none",25.0,0.2904604769761512,0.0039315869005033715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucie-7B,pretraining,1_main,False,True,False,False,753851.0,3121742086144.0,753851.0,3121742086144.0,okapi,m_mmlu_fr,0.31036590023680394,0.004043677767323554,"acc,none",25.0,0.31036590023680394,0.004043677767323554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucie-7B,pretraining,1_main,False,True,False,False,753851.0,3121742086144.0,753851.0,3121742086144.0,okapi,m_mmlu_it,0.29077585555639496,0.003947231045173868,"acc,none",25.0,0.29077585555639496,0.003947231045173868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucie-7B,pretraining,1_main,False,True,False,False,753851.0,3121742086144.0,753851.0,3121742086144.0,openllm,arc_challenge,0.5136518771331058,0.014605943429860945,"acc_norm,none",25.0,0.4803754266211604,0.014600132075947096,0.5136518771331058,0.014605943429860945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucie-7B,pretraining,1_main,False,True,False,False,753851.0,3121742086144.0,753851.0,3121742086144.0,openllm,gsm8k,0.08491281273692192,0.0076782128244508,"exact_match,flexible-extract",5.0,,,,,0.08112206216830932,0.007520395797922653,0.08491281273692192,0.0076782128244508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucie-7B,pretraining,1_main,False,True,False,False,753851.0,3121742086144.0,753851.0,3121742086144.0,openllm,hellaswag,0.7209719179446326,0.004476047101806622,"acc_norm,none",10.0,0.5361481776538538,0.00497672412485058,0.7209719179446326,0.004476047101806622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucie-7B,pretraining,1_main,False,True,False,False,753851.0,3121742086144.0,753851.0,3121742086144.0,openllm,mmlu,0.31918530123913974,0.003911894697499347,"acc,none",,0.31918530123913974,0.003911894697499347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucie-7B,pretraining,1_main,False,True,False,False,753851.0,3121742086144.0,753851.0,3121742086144.0,openllm,mmlu_humanities,0.30945802337938366,0.0066875580559986976,"acc,none",,0.30945802337938366,0.0066875580559986976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucie-7B,pretraining,1_main,False,True,False,False,753851.0,3121742086144.0,753851.0,3121742086144.0,openllm,mmlu_formal_logic,0.15079365079365079,0.03200686497287394,"acc,none",5.0,0.15079365079365079,0.03200686497287394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucie-7B,pretraining,1_main,False,True,False,False,753851.0,3121742086144.0,753851.0,3121742086144.0,openllm,mmlu_high_school_european_history,0.36363636363636365,0.037563357751878974,"acc,none",5.0,0.36363636363636365,0.037563357751878974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucie-7B,pretraining,1_main,False,True,False,False,753851.0,3121742086144.0,753851.0,3121742086144.0,openllm,mmlu_high_school_us_history,0.3627450980392157,0.03374499356319355,"acc,none",5.0,0.3627450980392157,0.03374499356319355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucie-7B,pretraining,1_main,False,True,False,False,753851.0,3121742086144.0,753851.0,3121742086144.0,openllm,mmlu_high_school_world_history,0.4008438818565401,0.03190080389473235,"acc,none",5.0,0.4008438818565401,0.03190080389473235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucie-7B,pretraining,1_main,False,True,False,False,753851.0,3121742086144.0,753851.0,3121742086144.0,openllm,mmlu_international_law,0.4049586776859504,0.04481137755942469,"acc,none",5.0,0.4049586776859504,0.04481137755942469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucie-7B,pretraining,1_main,False,True,False,False,753851.0,3121742086144.0,753851.0,3121742086144.0,openllm,mmlu_jurisprudence,0.3888888888888889,0.0471282125742677,"acc,none",5.0,0.3888888888888889,0.0471282125742677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucie-7B,pretraining,1_main,False,True,False,False,753851.0,3121742086144.0,753851.0,3121742086144.0,openllm,mmlu_logical_fallacies,0.3496932515337423,0.03746668325470021,"acc,none",5.0,0.3496932515337423,0.03746668325470021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucie-7B,pretraining,1_main,False,True,False,False,753851.0,3121742086144.0,753851.0,3121742086144.0,openllm,mmlu_moral_disputes,0.33815028901734107,0.025469770149400182,"acc,none",5.0,0.33815028901734107,0.025469770149400182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucie-7B,pretraining,1_main,False,True,False,False,753851.0,3121742086144.0,753851.0,3121742086144.0,openllm,mmlu_moral_scenarios,0.24581005586592178,0.01440029642922562,"acc,none",5.0,0.24581005586592178,0.01440029642922562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
