model_name,training_phase,intermediate_checkpoint,add_bos_token,fewshot_as_multiturn,chat_template,training_steps,training_tokens,training_steps_in_phase,training_tokens_in_phase,benchmark,dataset,score,stderr,score_name,num_fewshot,"acc,none","acc_stderr,none","acc_norm,none","acc_norm_stderr,none","exact_match,strict-match","exact_match_stderr,strict-match","exact_match,flexible-extract","exact_match_stderr,flexible-extract","bleu_max,none","bleu_max_stderr,none","bleu_acc,none","bleu_acc_stderr,none","bleu_diff,none","bleu_diff_stderr,none","rouge1_max,none","rouge1_max_stderr,none","rouge1_acc,none","rouge1_acc_stderr,none","rouge1_diff,none","rouge1_diff_stderr,none","rouge2_max,none","rouge2_max_stderr,none","rouge2_acc,none","rouge2_acc_stderr,none","rouge2_diff,none","rouge2_diff_stderr,none","rougeL_max,none","rougeL_max_stderr,none","rougeL_acc,none","rougeL_acc_stderr,none","rougeL_diff,none","rougeL_diff_stderr,none","rouge1,none","rouge1_stderr,none","f1,none","f1_stderr,none","exact,none","exact_stderr,none","is_included,none","is_included_stderr,none","inst_level_loose_acc,none","inst_level_loose_acc_stderr,none","inst_level_strict_acc,none","inst_level_strict_acc_stderr,none","prompt_level_loose_acc,none","prompt_level_loose_acc_stderr,none","exact_match,none","exact_match_stderr,none","prompt_level_strict_acc,none","prompt_level_strict_acc_stderr,none"
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,fr_leaderboard,leaderboard_bbh_jugement_causal,0.5187165775401069,0.03663608375537842,"acc_norm,none",3.0,,,0.5187165775401069,0.03663608375537842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,fr_leaderboard,leaderboard_bbh_naviguer,0.42,0.03127799950463662,"acc_norm,none",3.0,,,0.42,0.03127799950463662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,fr_leaderboard,leaderboard_bbh_pingouins_sur_une_table,0.2534246575342466,0.03612245461624573,"acc_norm,none",3.0,,,0.2534246575342466,0.03612245461624573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,fr_leaderboard,leaderboard_bbh_raisonnement_sur_les_objets_colorés,0.168,0.023692813205492585,"acc_norm,none",3.0,,,0.168,0.023692813205492585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,fr_leaderboard,leaderboard_bbh_recommandation_de_film,0.228,0.026587432487268494,"acc_norm,none",3.0,,,0.228,0.026587432487268494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,fr_leaderboard,leaderboard_bbh_sarcasmes,0.46629213483146065,0.03749680060368987,"acc_norm,none",3.0,,,0.46629213483146065,0.03749680060368987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,fr_leaderboard,leaderboard_bbh_sophismes_formels,0.46,0.031584653891499004,"acc_norm,none",3.0,,,0.46,0.031584653891499004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,fr_leaderboard,leaderboard_bbh_suivi_objets_mélangés_cinq_objets,0.192,0.024960691989172005,"acc_norm,none",3.0,,,0.192,0.024960691989172005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,fr_leaderboard,leaderboard_bbh_suivi_objets_mélangés_sept_objets,0.148,0.022503547243806148,"acc_norm,none",3.0,,,0.148,0.022503547243806148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,fr_leaderboard,leaderboard_bbh_suivi_objets_mélangés_trois_objets,0.328,0.029752391824475373,"acc_norm,none",3.0,,,0.328,0.029752391824475373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,fr_leaderboard,leaderboard_bbh_séquences_temporelles,0.204,0.025537121574548148,"acc_norm,none",3.0,,,0.204,0.025537121574548148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,fr_leaderboard,leaderboard_bbh_toile_de_mensonges,0.512,0.03167708558254708,"acc_norm,none",3.0,,,0.512,0.03167708558254708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,fr_leaderboard,leaderboard_gpqa_diamond_fr,0.27411167512690354,0.03186182418247317,"acc_norm,none",0.0,,,0.27411167512690354,0.03186182418247317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,fr_leaderboard,leaderboard_gpqa_extended_fr,0.2504604051565378,0.01861089187330517,"acc_norm,none",0.0,,,0.2504604051565378,0.01861089187330517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,fr_leaderboard,leaderboard_gpqa_main_fr,0.2540792540792541,0.021043068137727102,"acc_norm,none",0.0,,,0.2540792540792541,0.021043068137727102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,fr_leaderboard,leaderboard_ifeval_fr,0.015533980582524271,0.0054545657935066464,"prompt_level_loose_acc,none",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1210967250571211,N/A,0.12871287128712872,N/A,0.015533980582524271,0.0054545657935066464,,,0.019417475728155338,0.006086349682701512
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,fr_leaderboard,leaderboard_math_algebra_hard_fr,0.011428571428571429,0.005689672739661832,"exact_match,none",4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011428571428571429,0.005689672739661832,,
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,fr_leaderboard,leaderboard_math_counting_and_prob_hard_fr,0.01020408163265306,0.007196850575679085,"exact_match,none",4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01020408163265306,0.007196850575679085,,
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,fr_leaderboard,leaderboard_math_geometry_hard_fr,0.0,0.0,"exact_match,none",4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,fr_leaderboard,leaderboard_math_num_theory_hard_fr,0.0,0.0,"exact_match,none",4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,fr_leaderboard,leaderboard_math_prealgebra_hard_fr,0.0,0.0,"exact_match,none",4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,fr_leaderboard,leaderboard_math_precalculus_hard_fr,0.0,0.0,"exact_match,none",4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,fr_leaderboard,leaderboard_mmlu_fr,0.25210084033613445,0.0036644571663738473,"acc,none",5.0,0.25210084033613445,0.0036644571663738473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,fr_leaderboard,leaderboard_musr_murder_mysteries_fr,0.508,0.031682156431413803,"acc_norm,none",0.0,,,0.508,0.031682156431413803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,fr_leaderboard,leaderboard_musr_object_placements_fr,0.23828125,0.026679160987075002,"acc_norm,none",0.0,,,0.23828125,0.026679160987075002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,fr_leaderboard,leaderboard_musr_team_allocation_fr,0.236,0.02690933759495384,"acc_norm,none",0.0,,,0.236,0.02690933759495384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,french_bench,french_bench_arc_challenge,0.3105218135158255,0.013538947396873264,"acc_norm,none",5.0,0.2557741659538067,0.012766130743681107,0.3105218135158255,0.013538947396873264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,french_bench,french_bench_grammar,0.7983193277310925,0.03693851725228281,"acc,none",5.0,0.7983193277310925,0.03693851725228281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,french_bench,french_bench_hellaswag,0.5071749839366031,0.005173942584570164,"acc_norm,none",5.0,0.39408866995073893,0.005057056803697162,0.5071749839366031,0.005173942584570164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,french_bench,french_bench_vocab,0.7815126050420168,0.03803997152889484,"acc,none",5.0,0.7815126050420168,0.03803997152889484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,okapi,arc_de,0.2557741659538067,0.012766130743681098,"acc_norm,none",25.0,0.1924721984602224,0.01153563015540481,0.2557741659538067,0.012766130743681098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,okapi,arc_es,0.2564102564102564,0.012771065618749026,"acc_norm,none",25.0,0.2111111111111111,0.011935928534109866,0.2564102564102564,0.012771065618749026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,okapi,arc_fr,0.31137724550898205,0.013549170237200151,"acc_norm,none",25.0,0.2660393498716852,0.012929683850700155,0.31137724550898205,0.013549170237200151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,okapi,arc_it,0.262617621899059,0.012876175520452837,"acc_norm,none",25.0,0.20102651839178784,0.011726581781869408,0.262617621899059,0.012876175520452837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,okapi,m_mmlu_de,0.2481520591341077,0.0037514686438599775,"acc,none",25.0,0.2481520591341077,0.0037514686438599775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,okapi,m_mmlu_es,0.23953802309884506,0.003696256004644125,"acc,none",25.0,0.23953802309884506,0.003696256004644125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,okapi,m_mmlu_fr,0.25796348636467803,0.0038240356620502457,"acc,none",25.0,0.25796348636467803,0.0038240356620502457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,okapi,m_mmlu_it,0.2433330815139382,0.0037297057684196814,"acc,none",25.0,0.2433330815139382,0.0037297057684196814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,openllm,arc_challenge,0.3174061433447099,0.01360223908803817,"acc_norm,none",25.0,0.2713310580204778,0.0129938077275458,0.3174061433447099,0.01360223908803817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,openllm,gsm8k,0.021986353297952996,0.0040391627581100615,"exact_match,flexible-extract",5.0,,,,,0.006065200909780136,0.0021386703014604656,0.021986353297952996,0.0040391627581100615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,openllm,hellaswag,0.5404301931886079,0.004973442060741631,"acc_norm,none",10.0,0.41047600079665403,0.004909148239488267,0.5404301931886079,0.004973442060741631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,openllm,mmlu,0.25160233584959407,0.0036576787872109997,"acc,none",,0.25160233584959407,0.0036576787872109997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,openllm,mmlu_humanities,0.2512221041445271,0.006317885948846767,"acc,none",,0.2512221041445271,0.006317885948846767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,openllm,mmlu_formal_logic,0.1746031746031746,0.03395490020856112,"acc,none",5.0,0.1746031746031746,0.03395490020856112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,openllm,mmlu_high_school_european_history,0.24242424242424243,0.03346409881055953,"acc,none",5.0,0.24242424242424243,0.03346409881055953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,openllm,mmlu_high_school_us_history,0.24509803921568626,0.030190282453501954,"acc,none",5.0,0.24509803921568626,0.030190282453501954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,openllm,mmlu_high_school_world_history,0.2489451476793249,0.028146970599422644,"acc,none",5.0,0.2489451476793249,0.028146970599422644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,openllm,mmlu_international_law,0.3884297520661157,0.044492703500683836,"acc,none",5.0,0.3884297520661157,0.044492703500683836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,openllm,mmlu_jurisprudence,0.3055555555555556,0.04453197507374984,"acc,none",5.0,0.3055555555555556,0.04453197507374984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,openllm,mmlu_logical_fallacies,0.294478527607362,0.03581165790474082,"acc,none",5.0,0.294478527607362,0.03581165790474082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,openllm,mmlu_moral_disputes,0.23410404624277456,0.02279711027807113,"acc,none",5.0,0.23410404624277456,0.02279711027807113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,openllm,mmlu_moral_scenarios,0.2446927374301676,0.014378169884098433,"acc,none",5.0,0.2446927374301676,0.014378169884098433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,openllm,mmlu_philosophy,0.2572347266881029,0.024826171289250888,"acc,none",5.0,0.2572347266881029,0.024826171289250888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,openllm,mmlu_prehistory,0.24382716049382716,0.023891879541959607,"acc,none",5.0,0.24382716049382716,0.023891879541959607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,openllm,mmlu_professional_law,0.2470664928292047,0.011015752255279345,"acc,none",5.0,0.2470664928292047,0.011015752255279345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,openllm,mmlu_world_religions,0.2631578947368421,0.033773102522091945,"acc,none",5.0,0.2631578947368421,0.033773102522091945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,openllm,mmlu_other,0.2500804634695848,0.0077662237578896036,"acc,none",,0.2500804634695848,0.0077662237578896036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,openllm,mmlu_business_ethics,0.23,0.04229525846816506,"acc,none",5.0,0.23,0.04229525846816506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,openllm,mmlu_clinical_knowledge,0.25660377358490566,0.026880647889051982,"acc,none",5.0,0.25660377358490566,0.026880647889051982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,openllm,mmlu_college_medicine,0.24277456647398843,0.0326926380614177,"acc,none",5.0,0.24277456647398843,0.0326926380614177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,openllm,mmlu_global_facts,0.29,0.045604802157206845,"acc,none",5.0,0.29,0.045604802157206845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,openllm,mmlu_human_aging,0.2914798206278027,0.030500283176545913,"acc,none",5.0,0.2914798206278027,0.030500283176545913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,openllm,mmlu_management,0.20388349514563106,0.03989139859531772,"acc,none",5.0,0.20388349514563106,0.03989139859531772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,openllm,mmlu_marketing,0.28205128205128205,0.02948036054954119,"acc,none",5.0,0.28205128205128205,0.02948036054954119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,openllm,mmlu_medical_genetics,0.3,0.046056618647183814,"acc,none",5.0,0.3,0.046056618647183814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,openllm,mmlu_miscellaneous,0.2413793103448276,0.015302380123542075,"acc,none",5.0,0.2413793103448276,0.015302380123542075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,openllm,mmlu_nutrition,0.23529411764705882,0.02428861946604612,"acc,none",5.0,0.23529411764705882,0.02428861946604612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,openllm,mmlu_professional_accounting,0.26595744680851063,0.026358065698880592,"acc,none",5.0,0.26595744680851063,0.026358065698880592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,openllm,mmlu_professional_medicine,0.18382352941176472,0.02352924218519311,"acc,none",5.0,0.18382352941176472,0.02352924218519311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,openllm,mmlu_virology,0.28313253012048195,0.03507295431370518,"acc,none",5.0,0.28313253012048195,0.03507295431370518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,openllm,mmlu_social_sciences,0.23951901202469938,0.0076870452380985044,"acc,none",,0.23951901202469938,0.0076870452380985044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,openllm,mmlu_econometrics,0.21929824561403508,0.03892431106518753,"acc,none",5.0,0.21929824561403508,0.03892431106518753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,openllm,mmlu_high_school_geography,0.24242424242424243,0.030532892233932026,"acc,none",5.0,0.24242424242424243,0.030532892233932026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,openllm,mmlu_high_school_government_and_politics,0.18652849740932642,0.02811209121011746,"acc,none",5.0,0.18652849740932642,0.02811209121011746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,openllm,mmlu_high_school_macroeconomics,0.2153846153846154,0.020843034557462874,"acc,none",5.0,0.2153846153846154,0.020843034557462874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,openllm,mmlu_high_school_microeconomics,0.24789915966386555,0.028047967224176896,"acc,none",5.0,0.24789915966386555,0.028047967224176896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CroissantLLMBase,main,,False,False,False,,3000000000000.0,,,openllm,mmlu_high_school_psychology,0.25688073394495414,0.01873249292834245,"acc,none",5.0,0.25688073394495414,0.01873249292834245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
