緞	32222	Lo	16
縢	32290	Lo	16
繳	32371	Lo	16
纈	32392	Lo	16
廸	24312	Lo	16
徭	24493	Lo	16
芑	33425	Lo	16
苳	33523	Lo	16
荟	33631	Lo	16
莅	33669	Lo	16
莔	33684	Lo	16
菉	33737	Lo	16
ᐌ	5132	Lo	16
覅	35205	Lo	16
罅	32581	Lo	16
朶	26422	Lo	16
杮	26478	Lo	16
栁	26625	Lo	16
槲	27122	Lo	16
忖	24534	Lo	16
怦	24614	Lo	16
恃	24643	Lo	16
恫	24683	Lo	16
恳	24691	Lo	16
悁	24705	Lo	16
悸	24760	Lo	16
惘	24792	Lo	16
愃	24835	Lo	16
旃	26051	Lo	16
闐	38352	Lo	16
굽	44413	Lo	16
럿	47103	Lo	16
ɋ	587	Ll	16
歿	27519	Lo	16
遯	36975	Lo	16
Ⅶ	8550	Nl	16
儆	20742	Lo	16
ヺ	12538	Lo	16
ᬭ	6957	Lo	16
鐡	37921	Lo	16
￠	65504	Sc	16
＇	65287	Po	16
궐	44432	Lo	16
깐	44624	Lo	16
돋	46027	Lo	16
듭	46317	Lo	16
딘	46360	Lo	16
쏭	50157	Lo	16
캣	52899	Lo	16
쿄	53188	Lo	16
훗	54999	Lo	16
譏	35663	Lo	16
駑	39377	Lo	16
聃	32835	Lo	16
搗	25623	Lo	16
擘	25816	Lo	16
騁	39425	Lo	16
鍈	37704	Lo	16
壅	22725	Lo	16
謫	35627	Lo	16
疹	30137	Lo	16
瘠	30240	Lo	16
皺	30394	Lo	16
倬	20524	Lo	16
眈	30472	Lo	16
貶	36022	Lo	16
疱	30129	Lo	16
訖	35350	Lo	16
澶	28598	Lo	16
珎	29646	Lo	16
੨	2664	Nd	16
嫗	23255	Lo	16
驭	39533	Lo	16
Ⱨ	11367	Lu	16
ॻ	2427	Lo	16
ꭐ	43856	Ll	16
ᴵ	7477	Lm	16
倓	20499	Lo	16
쌰	49968	Lo	16
Ƌ	395	Lu	16
〢	12322	Nl	16
𒌆	74502	Lo	16
甩	29993	Lo	16
鐐	37904	Lo	16
֏	1423	Sc	16
ឍ	6029	Lo	16
ḉ	7689	Ll	16
ꑤ	42084	Lo	16
腩	33129	Lo	16
ٶ	1654	Lo	16
Ȥ	548	Lu	16
⊬	8876	Sm	16
Ṑ	7760	Lu	16
Ϣ	994	Lu	16
Ȭ	556	Lu	16
ꝺ	42874	Ll	16
◽	9725	Sm	16
💗	128151	So	16
ᴺ	7482	Lm	16
Ͳ	882	Lu	16
͆	838	Mn	16
溉	28297	Lo	16
鹄	40516	Lo	16
滷	28407	Lo	16
峤	23780	Lo	16
⋱	8945	Sm	16
ᴹ	7481	Lm	16
͞	862	Mn	16
ᬸ	6968	Mn	16
ἲ	7986	Ll	16
泻	27899	Lo	16
Ɠ	403	Lu	16
竦	31462	Lo	16
🤌	129292	So	16
蜗	34583	Lo	16
蟀	34752	Lo	16
鈷	37431	Lo	16
₰	8368	Sc	16
߲	2034	Mn	16
黠	40672	Lo	16
赧	36199	Lo	16
垕	22421	Lo	16
⁓	8275	Po	16
漈	28424	Lo	16
褌	35084	Lo	16
ǻ	507	Ll	16
🙉	128585	So	16
砰	30768	Lo	16
ᐡ	5153	Lo	16
呗	21591	Lo	16
ﬄ	64260	Ll	16
᠃	6147	Po	16
⪢	10914	Sm	16
讎	35726	Lo	16
♊	9802	So	16
♐	9808	So	16
ᥴ	6516	Lo	16
ۓ	1747	Lo	16
𝜌	120588	Ll	16
∁	8705	Sm	16
߬	2028	Mn	16
⑯	9327	No	16
陬	38508	Lo	16
潯	28527	Lo	16
ᨀ	6656	Lo	16
🌝	127773	So	16
☄	9732	So	16
ᜇ	5895	Lo	16
⎧	9127	Sm	16
⚾	9918	So	16
⏪	9194	So	16
⏮	9198	So	16
🆕	127381	So	16
🆗	127383	So	16
🈂	127490	So	16
🈵	127541	So	16
🉐	127568	So	16
🌀	127744	So	16
🌐	127760	So	16
🌫	127787	So	16
🌺	127802	So	16
🌼	127804	So	16
🍟	127839	So	16
🍪	127850	So	16
🎮	127918	So	16
🐉	128009	So	16
🐕	128021	So	16
🐛	128027	So	16
🐮	128046	So	16
💢	128162	So	16
💤	128164	So	16
📈	128200	So	16
📌	128204	So	16
📥	128229	So	16
📧	128231	So	16
🔇	128263	So	16
🔶	128310	So	16
🔷	128311	So	16
😇	128519	So	16
😝	128541	So	16
😤	128548	So	16
😥	128549	So	16
😬	128556	So	16
😿	128575	So	16
🟢	128994	So	16
🤡	129313	So	16
🤣	129315	So	16
🥳	129395	So	16
≣	8803	Sm	16
ឲ	6066	Lo	16
迸	36856	Lo	16
⸻	11835	Pd	16
ဿ	4159	Lo	16
𐡅	67653	Lo	16
⋈	8904	Sm	16
鼾	40766	Lo	16
ఠ	3104	Lo	16
ఱ	3121	Lo	16
ᐞ	5150	Lo	16
ᕂ	5442	Lo	16
ᕻ	5499	Lo	16
⪆	10886	Sm	16
༽	3901	Pe	16
⫽	11005	Sm	16
ᚅ	5765	Lo	16
⅟	8543	No	16
洟	27935	Lo	16
绚	32474	Lo	16
ᮥ	7077	Mn	16
诡	35809	Lo	16
𑂎	69774	Lo	16
𑂖	69782	Lo	16
𑂭	69805	Lo	16
嶂	23938	Lo	16
僎	20686	Lo	16
鬃	39683	Lo	16
嗓	21971	Lo	16
ⅇ	8519	Ll	16
ℐ	8464	Lu	16
𝚕	120469	Ll	16
𝐧	119847	Ll	16
𝚘	120472	Ll	16
鑪	37994	Lo	16
粂	31874	Lo	16
唳	21811	Lo	16
⣞	10462	So	16
崟	23839	Lo	16
黝	40669	Lo	16
垴	22452	Lo	16
僔	20692	Lo	16
ୌ	2892	Mc	16
讽	35773	Lo	16
挣	25379	Lo	16
𒋼	74492	Lo	16
ඬ	3500	Lo	16
𐨢	68130	Lo	16
廒	24274	Lo	16
ૠ	2784	Lo	16
镐	38224	Lo	16
壠	22752	Lo	16
鉷	37495	Lo	16
唹	21817	Lo	16
ｨ	65384	Lo	16
ﾘ	65432	Lo	16
搁	25601	Lo	16
ᆹ	4537	Lo	16
鹍	40525	Lo	16
靣	38755	Lo	16
𡐤	136228	Lo	16
澏	28559	Lo	16
勷	21239	Lo	16
ꉼ	41596	Lo	16
灂	28738	Lo	16
ᩁ	6721	Lo	16
砣	30755	Lo	16
❑	10065	So	16
肹	32953	Lo	16
◂	9666	So	16
肻	32955	Lo	16
≴	8820	Sm	16
⊡	8865	Sm	16
⋎	8910	Sm	16
⋏	8911	Sm	16
⋖	8918	Sm	16
⋗	8919	Sm	16
⋠	8928	Sm	16
⋣	8931	Sm	16
⨼	10812	Sm	16
⪺	10938	Sm	16
ΐ	8147	Ll	16
	15	Cc	16
	21	Cc	16
兀	64012	Lo	16
⡿	10367	So	16
벚	48282	Lo	15
Ⅸ	8552	Nl	15
ҩ	1193	Ll	15
ⰱ	11313	Ll	15
ⱂ	11330	Ll	15
Ƨ	423	Lu	15
Ɥ	42893	Lu	15
⡓	10323	So	15
⡱	10353	So	15
ꜘ	42776	Lm	15
ꞥ	42917	Ll	15
Ҏ	1166	Lu	15
ҏ	1167	Ll	15
ᓖ	5334	Lo	15
Ꮢ	5074	Lu	15
ഋ	3339	Lo	15
ഃ	3331	Mc	15
ܹ	1849	Mn	15
ಃ	3203	Mc	15
ጓ	4883	Lo	15
ጆ	4870	Lo	15
ୠ	2912	Lo	15
ୡ	2913	Lo	15
ଂ	2818	Mc	15
ϸ	1016	Ll	15
孑	23377	Lo	15
髀	39616	Lo	15
͎	846	Mn	15
忸	24568	Lo	15
灬	28780	Lo	15
萣	33827	Lo	15
浊	27978	Lo	15
𝒫	119979	Lu	15
벳	48307	Lo	15
ٚ	1626	Mn	15
Ӊ	1225	Lu	15
诃	35779	Lo	15
弌	24332	Lo	15
曬	26348	Lo	15
桴	26740	Lo	15
Ⲙ	11416	Lu	15
ᡶ	6262	Lo	15
ޙ	1945	Lo	15
댈	45832	Lo	15
뜸	46904	Lo	15
뻔	48852	Lo	15
朏	26383	Lo	15
낫	45227	Lo	15
ჱ	4337	Ll	15
斃	25987	Lo	15
똘	46616	Lo	15
ԛ	1307	Ll	15
Ҥ	1188	Lu	15
ꤤ	43300	Lo	15
ࡔ	2132	Lo	15
楕	26965	Lo	15
倹	20537	Lo	15
痩	30185	Lo	15
ﺏ	65167	Lo	15
ﺲ	65202	Lo	15
캉	52873	Lo	15
鏃	37827	Lo	15
鰓	39955	Lo	15
ᰛ	7195	Lo	15
啬	21868	Lo	15
萋	33803	Lo	15
貍	35981	Lo	15
躓	36499	Lo	15
悴	24756	Lo	15
蚵	34485	Lo	15
樁	27137	Lo	15
懵	25077	Lo	15
袤	34980	Lo	15
猇	29447	Lo	15
딧	46375	Lo	15
⇩	8681	So	15
⇝	8669	So	15
鰂	39938	Lo	15
乚	20058	Lo	15
𐬭	68397	Lo	15
堝	22557	Lo	15
誂	35458	Lo	15
੫	2667	Nd	15
걀	44096	Lo	15
颊	39050	Lo	15
頰	38960	Lo	15
糀	31936	Lo	15
麁	40577	Lo	15
魴	39796	Lo	15
鯀	39872	Lo	15
鯢	39906	Lo	15
鰥	39973	Lo	15
靆	38726	Lo	15
麈	40584	Lo	15
ﾐ	65424	Lo	15
賂	36034	Lo	15
剱	21105	Lo	15
劄	21124	Lo	15
黽	40701	Lo	15
黿	40703	Lo	15
鞴	38836	Lo	15
酩	37225	Lo	15
饲	39282	Lo	15
餒	39186	Lo	15
饕	39253	Lo	15
鹼	40572	Lo	15
蹬	36460	Lo	15
犧	29351	Lo	15
聳	32883	Lo	15
烘	28888	Lo	15
熜	29084	Lo	15
熠	29088	Lo	15
燄	29124	Lo	15
燔	29140	Lo	15
ᚻ	5819	Lo	15
첸	52408	Lo	15
巛	24027	Lo	15
酆	37190	Lo	15
旷	26103	Lo	15
晈	26184	Lo	15
暱	26289	Lo	15
曩	26345	Lo	15
舳	33331	Lo	15
翬	32748	Lo	15
耙	32793	Lo	15
紓	32019	Lo	15
縡	32289	Lo	15
芗	33431	Lo	15
苯	33519	Lo	15
荳	33651	Lo	15
蒟	33951	Lo	15
蒻	33979	Lo	15
蔀	34048	Lo	15
薨	34216	Lo	15
栀	26624	Lo	15
梱	26801	Lo	15
椴	26932	Lo	15
榖	27030	Lo	15
樛	27163	Lo	15
櫨	27368	Lo	15
忏	24527	Lo	15
忐	24528	Lo	15
惴	24820	Lo	15
慍	24909	Lo	15
慚	24922	Lo	15
懃	25027	Lo	15
耋	32779	Lo	15
旄	26052	Lo	15
寃	23491	Lo	15
寤	23524	Lo	15
豳	35955	Lo	15
弭	24365	Lo	15
趺	36282	Lo	15
輋	36619	Lo	15
轤	36708	Lo	15
ᵭ	7533	Ll	15
衮	34926	Lo	15
Ⅷ	8551	Nl	15
颺	39098	Lo	15
詒	35410	Lo	15
腮	33134	Lo	15
ᬶ	6966	Mn	15
鴬	40236	Lo	15
꿍	45005	Lo	15
笊	31498	Lo	15
郜	37084	Lo	15
깍	44621	Lo	15
꿔	45012	Lo	15
넬	45356	Lo	15
릎	47502	Lo	15
엿	50687	Lo	15
켈	53000	Lo	15
콥	53093	Lo	15
탬	53484	Lo	15
횟	54943	Lo	15
粳	31923	Lo	15
錮	37678	Lo	15
軀	36544	Lo	15
玘	29592	Lo	15
謗	35607	Lo	15
屛	23643	Lo	15
癬	30316	Lo	15
銹	37561	Lo	15
堊	22538	Lo	15
禳	31155	Lo	15
璵	29877	Lo	15
瑢	29794	Lo	15
澐	28560	Lo	15
洧	27943	Lo	15
鍮	37742	Lo	15
斫	26027	Lo	15
疽	30141	Lo	15
澱	28593	Lo	15
玎	29582	Lo	15
殄	27524	Lo	15
漲	28466	Lo	15
猖	29462	Lo	15
矗	30679	Lo	15
穉	31305	Lo	15
浹	28025	Lo	15
凖	20950	Lo	15
֍	1421	So	15
🐷	128055	So	15
玠	29600	Lo	15
嬬	23340	Lo	15
嫲	23282	Lo	15
塅	22597	Lo	15
驫	39531	Lo	15
ॴ	2420	Lo	15
ᴱ	7473	Lm	15
ॶ	2422	Lo	15
ⱬ	11372	Ll	15
鹗	40535	Lo	15
盅	30405	Lo	15
靏	38735	Lo	15
ॾ	2430	Lo	15
Ṵ	7796	Lu	15
϶	1014	Sm	15
ỽ	7933	Ll	15
Ⲟ	11422	Lu	15
锈	38152	Lo	15
𝼆	122630	Cn	15
鐔	37908	Lo	15
𒉺	74362	Lo	15
ٛ	1627	Mn	15
礽	31037	Lo	15
蝿	34687	Lo	15
癶	30326	Lo	15
盎	30414	Lo	15
痤	30180	Lo	15
癢	30306	Lo	15
ꞯ	42927	Ll	15
Ḓ	7698	Lu	15
🏀	127936	So	15
蛰	34544	Lo	15
ꆈ	41352	Lo	15
ꌠ	41760	Lo	15
ꝿ	42879	Ll	15
⟂	10178	Sm	15
ڦ	1702	Lo	15
Ẑ	7824	Lu	15
Ƽ	444	Lu	15
ॿ	2431	Lo	15
𝼅	122629	Cn	15
Ⓒ	9400	So	15
ϻ	1019	Ll	15
呟	21599	Lo	15
ߍ	1997	Lo	15
ߓ	2003	Lo	15
೪	3306	Nd	15
೮	3310	Nd	15
𒍣	74595	Lo	15
ﾒ	65426	Lo	15
ۥ	1765	Lm	15
箍	31629	Lo	15
蝮	34670	Lo	15
螞	34718	Lo	15
蟋	34763	Lo	15
𞤥	125221	Ll	15
狻	29435	Lo	15
ₓ	8339	Lm	15
☣	9763	So	15
Ǚ	473	Lu	15
殳	27571	Lo	15
嗩	21993	Lo	15
ⵠ	11616	Lo	15
凈	20936	Lo	15
Ǯ	494	Lu	15
ₘ	8344	Lm	15
噠	22112	Lo	15
噸	22136	Lo	15
吋	21515	Lo	15
畹	30073	Lo	15
儘	20760	Lo	15
袜	34972	Lo	15
嚎	22158	Lo	15
訢	35362	Lo	15
⦵	10677	Sm	15
ᒁ	5249	Lo	15
俨	20456	Lo	15
嗆	21958	Lo	15
ᥩ	6505	Lo	15
∭	8749	Sm	15
𐭲	68466	Lo	15
挝	25373	Lo	15
ͷ	887	Ll	15
𐡓	67667	Lo	15
🌞	127774	So	15
🌚	127770	So	15
ᜂ	5890	Lo	15
ᚿ	5823	Lo	15
⌚	8986	So	15
☘	9752	So	15
⛅	9925	So	15
⛵	9973	So	15
❇	10055	So	15
🀄	126980	So	15
🆒	127378	So	15
🈶	127542	So	15
🈸	127544	So	15
🌤	127780	So	15
🌮	127790	So	15
🌰	127792	So	15
🎸	127928	So	15
🏓	127955	So	15
🏠	127968	So	15
🐞	128030	So	15
🐧	128039	So	15
🐳	128051	So	15
👓	128083	So	15
👟	128095	So	15
💳	128179	So	15
📄	128196	So	15
📱	128241	So	15
🔁	128257	So	15
🔃	128259	So	15
🔕	128277	So	15
🗂	128450	So	15
😆	128518	So	15
😑	128529	So	15
😕	128533	So	15
😪	128554	So	15
😺	128570	So	15
🙀	128576	So	15
🚌	128652	So	15
🤒	129298	So	15
🦀	129408	So	15
🧐	129488	So	15
迤	36836	Lo	15
辮	36782	Lo	15
ឞ	6046	Lo	15
鬢	39714	Lo	15
ᐉ	5129	Lo	15
ᐐ	5136	Lo	15
ᐨ	5160	Lo	15
ᜌ	5900	Lo	15
㳛	15579	Lo	15
༼	3900	Ps	15
𖫧	92903	Lo	15
ᩅ	6725	Lo	15
𐀞	65566	Lo	15
璙	29849	Lo	15
瓌	29900	Lo	15
秂	31170	Lo	15
𑐏	70671	Lo	15
澠	28576	Lo	15
𑂓	69779	Lo	15
𑂤	69796	Lo	15
𑂵	69813	Mn	15
ꦯ	43439	Lo	15
𒄿	74047	Lo	15
湓	28243	Lo	15
ꦋ	43403	Lo	15
ꦖ	43414	Lo	15
ꦰ	43440	Lo	15
꧇	43463	Po	15
꧉	43465	Po	15
垵	22453	Lo	15
𐭯	68463	Lo	15
扆	25158	Lo	15
॔	2388	Mn	15
ͣ	867	Mn	15
𝗰	120304	Ll	15
𝕂	120130	Lu	15
𝑝	119901	Ll	15
𝚀	120448	Lu	15
𝘁	120321	Ll	15
𝑢	119906	Ll	15
॓	2387	Mn	15
钜	38044	Lo	15
諴	35572	Lo	15
觚	35290	Lo	15
鷂	40386	Lo	15
虍	34381	Lo	15
⢚	10394	So	15
⣈	10440	So	15
冩	20905	Lo	15
⣨	10472	So	15
⢬	10412	So	15
⢌	10380	So	15
扛	25179	Lo	15
膂	33154	Lo	15
𝜛	120603	Ll	15
囎	22222	Lo	15
郄	37060	Lo	15
𒆳	74163	Lo	15
⎱	9137	Sm	15
陘	38488	Lo	15
𑩓	72275	Mn	15
𑩝	72285	Lo	15
𑩢	72290	Lo	15
𑩥	72293	Lo	15
𑩦	72294	Lo	15
𑩮	72302	Lo	15
𑩱	72305	Lo	15
𑩻	72315	Lo	15
𑩼	72316	Lo	15
𑪀	72320	Lo	15
𑪁	72321	Lo	15
ⱝ	11357	Ll	15
ᮄ	7044	Lo	15
ᮤ	7076	Mn	15
𐬙	68377	Lo	15
庹	24249	Lo	15
铲	38130	Lo	15
ૃ	2755	Mn	15
ৡ	2529	Lo	15
ৄ	2500	Mn	15
ㆵ	12725	Lo	15
⨀	10752	Sm	15
𒂍	73869	Lo	15
𑀳	69683	Lo	15
𑀤	69668	Lo	15
獷	29559	Lo	15
ᆵ	4533	Lo	15
ᝁ	5953	Lo	15
▂	9602	So	15
▃	9603	So	15
ᜁ	5889	Lo	15
閙	38297	Lo	15
㇑	12753	So	15
硎	30798	Lo	15
⌅	8965	So	15
揪	25578	Lo	15
͔	852	Mn	15
挎	25358	Lo	15
❍	10061	So	15
⍟	9055	So	15
⌶	9014	So	15
⍴	9076	So	15
⊝	8861	Sm	15
≸	8824	Sm	15
≹	8825	Sm	15
⊸	8888	Sm	15
⋵	8949	Sm	15
⋹	8953	Sm	15
	57367	Co	15
	7	Cc	15
郎	63788	Lo	15
◃	9667	So	15
▵	9653	So	15
	18	Cc	15
	24	Cc	15
ኞ	4766	Lo	14
亰	20144	Lo	14
衕	34901	Lo	14
ⰽ	11325	Ll	14
ⱑ	11345	Ll	14
ꜧ	42791	Ll	14
膣	33187	Lo	14
Ɉ	584	Lu	14
ꝁ	42817	Ll	14
Ꝅ	42820	Lu	14
ꝋ	42827	Ll	14
ꝑ	42833	Ll	14
Ꞧ	42918	Lu	14
ẜ	7836	Ll	14
𐀙	65561	Lo	14
ᖢ	5538	Lo	14
Ꭿ	5039	Lu	14
Ꮅ	5045	Lu	14
Ꮨ	5080	Lu	14
𝐿	119871	Lu	14
ഢ	3362	Lo	14
ഐ	3344	Lo	14
൦	3430	Nd	14
ಈ	3208	Lo	14
٘	1624	Mn	14
촛	52507	Lo	14
ቄ	4676	Lo	14
ጦ	4902	Lo	14
ኸ	4792	Lo	14
ዠ	4832	Lo	14
쟈	51144	Lo	14
佾	20350	Lo	14
𐰏	68623	Lo	14
滙	28377	Lo	14
刖	21014	Lo	14
⺗	11927	So	14
坌	22348	Lo	14
낀	45184	Lo	14
浉	27977	Lo	14
瑳	29811	Lo	14
堽	22589	Lo	14
ѷ	1143	Ll	14
ҋ	1163	Ll	14
Ӗ	1238	Lu	14
҄	1156	Mn	14
Ӎ	1229	Lu	14
ӎ	1230	Ll	14
Ӝ	1244	Lu	14
ӝ	1245	Ll	14
鄠	37152	Lo	14
骐	39568	Lo	14
鄩	37161	Lo	14
𐌃	66307	Lo	14
螻	34747	Lo	14
挹	25401	Lo	14
濩	28649	Lo	14
ᚲ	5810	Lo	14
錣	37667	Lo	14
ᧈ	6600	Lo	14
勹	21241	Lo	14
龑	40849	Lo	14
蜊	34570	Lo	14
筥	31589	Lo	14
窶	31414	Lo	14
ٲ	1650	Lo	14
屓	23635	Lo	14
ﺱ	65201	Lo	14
ﺵ	65205	Lo	14
ﻃ	65219	Lo	14
ﻄ	65220	Lo	14
ﻊ	65226	Lo	14
ﻪ	65258	Lo	14
叄	21444	Lo	14
嬤	23332	Lo	14
왓	50771	Lo	14
ᚬ	5804	Lo	14
⑵	9333	No	14
넝	45341	Lo	14
𐰾	68670	Lo	14
愽	24893	Lo	14
衲	34930	Lo	14
ↁ	8577	Nl	14
牋	29259	Lo	14
ｊ	65354	Ll	14
惔	24788	Lo	14
胝	32989	Lo	14
幇	24135	Lo	14
㎡	13217	So	14
噩	22121	Lo	14
坩	22377	Lo	14
℩	8489	So	14
⊍	8845	Sm	14
顰	39024	Lo	14
凿	20991	Lo	14
鮃	39811	Lo	14
鲅	40069	Lo	14
鲊	40074	Lo	14
鯵	39925	Lo	14
鱇	40007	Lo	14
鱔	40020	Lo	14
鱘	40024	Lo	14
霫	38699	Lo	14
龢	40866	Lo	14
剁	21057	Lo	14
剴	21108	Lo	14
剽	21117	Lo	14
鼈	40712	Lo	14
靫	38763	Lo	14
鞞	38814	Lo	14
鞫	38827	Lo	14
✿	10047	So	14
酊	37194	Lo	14
酣	37219	Lo	14
醂	37250	Lo	14
釁	37313	Lo	14
飭	39149	Lo	14
餮	39214	Lo	14
馏	39311	Lo	14
℠	8480	So	14
牖	29270	Lo	14
灮	28782	Lo	14
灷	28791	Lo	14
炷	28855	Lo	14
焗	28951	Lo	14
煅	28997	Lo	14
燗	29143	Lo	14
랴	47028	Lo	14
﷼	65020	Sc	14
Ʃ	425	Lu	14
窿	31423	Lo	14
昪	26154	Lo	14
晀	26176	Lo	14
౦	3174	Nd	14
綣	32163	Lo	14
緱	32241	Lo	14
緹	32249	Lo	14
莇	33671	Lo	14
菸	33784	Lo	14
萁	33793	Lo	14
蒹	33977	Lo	14
蓴	34036	Lo	14
蓸	34040	Lo	14
蔞	34078	Lo	14
蔻	34107	Lo	14
蕷	34167	Lo	14
蘧	34343	Lo	14
毌	27596	Lo	14
囹	22265	Lo	14
ꞇ	42887	Ll	14
枅	26501	Lo	14
枓	26515	Lo	14
栟	26655	Lo	14
桡	26721	Lo	14
桷	26743	Lo	14
梃	26755	Lo	14
槑	27089	Lo	14
槓	27091	Lo	14
橚	27226	Lo	14
橼	27260	Lo	14
櫚	27354	Lo	14
忑	24529	Lo	14
恽	24701	Lo	14
悊	24714	Lo	14
悵	24757	Lo	14
憊	24970	Lo	14
懞	25054	Lo	14
旣	26083	Lo	14
跖	36310	Lo	14
踝	36381	Lo	14
蹌	36428	Lo	14
蹠	36448	Lo	14
胙	32985	Lo	14
輞	36638	Lo	14
辙	36761	Lo	14
轡	36705	Lo	14
ඥ	3493	Lo	14
乜	20060	Lo	14
蛄	34500	Lo	14
Ⴢ	4290	Lu	14
Ͱ	880	Lu	14
墘	22680	Lo	14
Ⅎ	8498	Lu	14
貮	36014	Lo	14
𝕆	120134	Lu	14
ｑ	65361	Ll	14
ⅴ	8564	Nl	14
┳	9523	So	14
ⓒ	9426	So	14
갤	44068	Lo	14
곧	44263	Lo	14
굳	44403	Lo	14
늙	45721	Lo	14
룬	47340	Lo	14
릅	47493	Lo	14
쁠	49248	Lo	14
삿	49343	Lo	14
솥	49573	Lo	14
쇄	49604	Lo	14
쉼	49788	Lo	14
옮	50734	Lo	14
읗	51031	Lo	14
젖	51222	Lo	14
퉁	53825	Lo	14
훌	54988	Lo	14
襁	35137	Lo	14
塏	22607	Lo	14
鉗	37463	Lo	14
倞	20510	Lo	14
痼	30204	Lo	14
袒	34962	Lo	14
洌	27916	Lo	14
賚	36058	Lo	14
潾	28542	Lo	14
邙	37017	Lo	14
黴	40692	Lo	14
泯	27887	Lo	14
湃	28227	Lo	14
竝	31453	Lo	14
訃	35331	Lo	14
毖	27606	Lo	14
秕	31189	Lo	14
誹	35513	Lo	14
孀	23360	Lo	14
贍	36109	Lo	14
錞	37662	Lo	14
姸	23032	Lo	14
塋	22603	Lo	14
俉	20425	Lo	14
蟯	34799	Lo	14
褥	35109	Lo	14
堉	22537	Lo	14
潺	28538	Lo	14
鐫	37931	Lo	14
侏	20367	Lo	14
沚	27802	Lo	14
璡	29857	Lo	14
囑	22225	Lo	14
膵	33205	Lo	14
鈑	37393	Lo	14
匍	21261	Lo	14
沆	27782	Lo	14
噓	22099	Lo	14
玹	29625	Lo	14
塤	22628	Lo	14
僱	20721	Lo	14
🍷	127863	So	14
捞	25438	Lo	14
ⲍ	11405	Ll	14
嫖	23254	Lo	14
箬	31660	Lo	14
駛	39387	Lo	14
吔	21524	Lo	14
Ҁ	1152	Lu	14
嘸	22072	Lo	14
ꜰ	42800	Ll	14
ॖ	2390	Mn	14
Ⱬ	11371	Lu	14
俤	20452	Lo	14
ॺ	2426	Lo	14
Ꞁ	42880	Lu	14
𒇽	74237	Lo	14
ʩ	681	Ll	14
Ⲣ	11426	Lu	14
ﺁ	65153	Lo	14
ㇻ	12795	Lo	14
矧	30695	Lo	14
ڞ	1694	Lo	14
皚	30362	Lo	14
癇	30279	Lo	14
ఋ	3083	Lo	14
Ϡ	992	Lu	14
𐰰	68656	Lo	14
籥	31845	Lo	14
✱	10033	So	14
ꝏ	42831	Ll	14
Ꞟ	42910	Lu	14
ꞝ	42909	Ll	14
ﯾ	64510	Lo	14
💘	128152	So	14
ᾔ	8084	Ll	14
ꞹ	42937	Ll	14
扃	25155	Lo	14
畚	30042	Lo	14
𐀵	65589	Lo	14
𝜒	120594	Ll	14
ߛ	2011	Lo	14
ｭ	65389	Lo	14
☯	9775	So	14
𐱃	68675	Lo	14
仂	20162	Lo	14
ᦷ	6583	Lo	14
璆	29830	Lo	14
ᩤ	6756	Mc	14
鏇	37831	Lo	14
瓒	29906	Lo	14
硇	30791	Lo	14
Ṥ	7780	Lu	14
𝐼	119868	Lu	14
睨	30568	Lo	14
🐦	128038	So	14
蛎	34510	Lo	14
蝇	34631	Lo	14
📘	128216	So	14
谥	35877	Lo	14
褫	35115	Lo	14
襯	35183	Lo	14
Ṕ	7764	Lu	14
偰	20592	Lo	14
嘅	22021	Lo	14
鈦	37414	Lo	14
𞤧	125223	Ll	14
𞥊	125258	Mn	14
ᥤ	6500	Lo	14
ₚ	8346	Lm	14
𐊪	66218	Lo	14
𐊫	66219	Lo	14
⑰	9328	No	14
⑱	9329	No	14
砻	30779	Lo	14
𐎷	66487	Lo	14
拚	25306	Lo	14
☔	9748	So	14
💐	128144	So	14
擠	25824	Lo	14
⛈	9928	So	14
⛲	9970	So	14
➗	10135	So	14
➰	10160	So	14
➿	10175	So	14
🆖	127382	So	14
🌥	127781	So	14
🌦	127782	So	14
🌲	127794	So	14
🍩	127849	So	14
🎂	127874	So	14
🎯	127919	So	14
🐼	128060	So	14
🐾	128062	So	14
👅	128069	So	14
👕	128085	So	14
💊	128138	So	14
💎	128142	So	14
💨	128168	So	14
📅	128197	So	14
🔈	128264	So	14
🔢	128290	So	14
🕊	128330	So	14
🕗	128343	So	14
🕛	128347	So	14
🕶	128374	So	14
🗃	128451	So	14
🗣	128483	So	14
🗿	128511	So	14
😖	128534	So	14
😟	128543	So	14
😣	128547	So	14
😦	128550	So	14
😧	128551	So	14
😯	128559	So	14
😰	128560	So	14
🙁	128577	So	14
🙄	128580	So	14
🚗	128663	So	14
🚜	128668	So	14
🚦	128678	So	14
🚪	128682	So	14
🛂	128706	So	14
🥷	129399	So	14
🥺	129402	So	14
᨞	6686	Po	14
ᨓ	6675	Lo	14
𒊒	74386	Lo	14
磺	30970	Lo	14
阖	38422	Lo	14
𐭔	68436	Lo	14
迳	36851	Lo	14
ᐑ	5137	Lo	14
ᗥ	5605	Lo	14
鄖	37142	Lo	14
ᜄ	5892	Lo	14
缆	32518	Lo	14
ᨲ	6706	Lo	14
ᩫ	6763	Mn	14
꧑	43473	Nd	14
𐎤	66468	Lo	14
𐎨	66472	Lo	14
粍	31885	Lo	14
鈃	37379	Lo	14
龛	40859	Lo	14
瑹	29817	Lo	14
擷	25847	Lo	14
畋	30027	Lo	14
糶	31990	Lo	14
𐡄	67652	Lo	14
ޠ	1952	Lo	14
𑐩	70697	Lo	14
偓	20563	Lo	14
